"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"1",NA,0.0257592926007209,0.0414289635558946,0.0438609720950767,0.0313325504281536,0.0816753084072159,0.334095151090983,0.0838328168205665,0.0998106396948617,0.0820245273672725,0.122479014610499,0.0211300731303644,0.0800806507487372,0.0932596696686961,0.0191748249624134,0.0788082058077084,0.113887375028395,0.116001007785402,0.0877834283569942,0.113887375028395,0.0697041161316648,0.116441814342113,0.535183633135411,0.210079244971753,0.0133670060129282,0.184873193941426,0.0224901730564835,0.325723854693968,0.0382258562561649,0.10782851459732,0.0892030760442047,0.0598720573954241,0.0507131553629855,0.0108910804779527,0.0682634024940124,0.0448804993301647,0.101121662848164,0.119265901276582,0.0185830459527591,0.139913720907638,0.20678566329707,0.0867787778702414,0.0241801176958334,0.312412919452716,0.0445235777083693,0.0181288902715799,0.0811322431073718,0.0730956653773964,0.0214137259269923,0.0679021260640047,0.116001007785402,0.0513389608629152,0.0527130437429056,0.013142629797819,0.101411345941775,0.146811098594519,0.0159346165923269,0.11024484850585,0.371508763667747,0.0510257962673685,0.197207725600391,0.0679245858604975,0.0154790348538469,0.0642875810018364,0.0185467953023666,0.10782851459732,0.41186214514249,0.0402990609371566,0.0844941570515899,0.174446280310167,0.0360337969511722,0.0308566905516659,0.178645493457308,0.0254358285997508,0.0394736413843835,0.0774816120408679,0.0520206841716726,0.101121662848164,0.0379814109568854,0.103607335108517,0.0601050967173542,0.11024484850585,0.465155831857334,0.120709833677132,0.0355830264377593,0.183531459262292,0.0286517151265726,0.187587362004901,0.0222667154755193,0.0170328477563314,0.0604005498193036,0.0340235070831063,0.0176134957962262,0.0239326665120661,0.0944588040583374,0.0574334951610559,0.733874564527837,0.0401934272135886,0.0814263588055961,0.102653599125916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742768123848652,0,0.124824222297589,0,0,0.114466389392761,0,0,0.147494942503492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.0257592926007209,NA,0.0842479301850613,0.0100426895545825,0.0109385034376593,0.440653197930779,0.0172036149468062,0.178063282012977,0.00676436984893187,0.0908990665748925,0.179017395982738,0.0308840716979315,0.0596933621414246,0.318183058079656,0.00669412115840434,0.0187029988291186,0.166459710487784,0.0275297057019759,0.139683262488822,0.166459710487784,0.387300946247279,0.027634319230853,0.0554152138496195,0.0686182010337447,0.0102820947875352,0.0125520735114552,0.449021803341765,0.0353401123526089,0.123746092240104,0.0873973427924445,0.288771348960611,0.031908902663011,0.662178327993381,0.022147572832917,0.368293517309386,0.0155198535876582,0.0965249899819927,0.208104263065787,0.586168375488428,0.0996367347567562,0.00404638796748144,0.0961676971522814,0.145887346090374,0.0635996779466294,0.010194403986652,0.475499553556874,0.239138142031635,0.104765595529337,0.028339262635993,0.0992468940767241,0.0275297057019759,0.161826898617066,0.449098204691924,0.187298400911739,0.0376905327266446,0.0292112948768531,0.666321592403474,0.122172649395485,0.0167546174129145,0.0869494780443858,0.00446783580133479,0.138128142156001,0.41040498382486,0.0342621625824539,0.411904064646231,0.0873973427924445,0.0507056816039966,0.47325088840556,0.0450312875528209,0.00198015505349237,0.0476876952218816,0.0205951912960482,0.0887411728270321,0.0367805075121536,0.00903813816877946,0.10254038743993,0.0885912333886052,0.0965249899819927,0.0292158518702927,0.0204304639639485,0.512076122188089,0.122172649395485,0.0397488857967489,0.038275731012825,0.667581109282606,0.0111106035593192,0.0582647377216925,0.0113561392709047,0.444560418108181,0.558182170095556,0.102862145914563,0.86440978954647,0.0219681678625909,0.00631217616539642,0.104678653986483,0.413322941492394,0.0462407641600396,0.0684494129146025,0.0398103156593192,0.106868228220037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188050348387186,0,0,0,0,0,0,0,0.0696375664497592,0,0.0183012387160861,0,0,0,0,0,0,0.0756939031006953,0,0,0.0975349003749393,0,0,0,0,0,0,0,0,0,0,0,0,0.129605365677353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.0414289635558946,0.0842479301850613,NA,0.325528160074675,0.268439008281212,0.0268188260357897,0.0432869381506099,0.16209678235997,0.0720379666407938,0.0842031820235751,0.470613091663925,0.081190145712629,0.0281585603573511,0.0957367411019661,0.266199773225391,0.0470596183447646,0.437600594959452,0.0692689688597776,0.0489337906585233,0.437600594959452,0.221557104089597,0.0695321925699236,0.0646884905586849,0.129654166416988,0.0397425729714244,0.0698554114716246,0.0377699522956365,0.072521492754862,0.178333643186691,0.199966343098995,0.291746153101058,0.13482170623748,0.0276429400317404,0.0977959877263314,0.0224149054567422,0.0318483127128707,0.0563690251505147,0.122433724603267,0.0312083307398558,0.409631980332109,0.0422535137448704,0.0890837102428318,0.169296300238066,0.13983905760532,0.223951192632248,0.126928830082958,0.0832871977885575,0.319868528837156,0.070035389358821,0.260906977241436,0.0692689688597776,0.359448049074472,0.028733047601672,0.00593866285516408,0.0948351706339884,0.0599445380545162,0.111565694953499,0.113173063519576,0.0398865367110778,0.0805445314512012,0.0466543897813698,0.609925891060725,0.108375954367828,0.1046086502411,0.129854778436602,0.199966343098995,0.111488532012513,0.0182096384032061,0.137488758865788,0.0522493637158467,0.11785155970316,0.0518206652839276,0.203041045019868,0.0589832753055022,0.292966189245684,0.25341012049618,0.364221112440436,0.0563690251505147,0.0599538894669683,0.0623779440052791,0.0327623389289727,0.113173063519576,0.0305305212244758,0.0870833696014044,0.0332755901478332,0.07706512583062,0.257276841037848,0.078768205272544,0.0373946780746725,0.119254924394435,0.422892466669636,0.031817200233647,0.0523681699017993,0.231050969960476,0.096967725717453,0.0313060911155432,0.0948907351949613,0.281412961125541,0.0486230250939225,0.326288251094837,0,0,0,0,0.141547936363837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21261622977981,0,0.0558770298057703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.0438609720950767,0.0100426895545825,0.325528160074675,NA,0.533470425477871,0.0983430562574485,0.0267123297445427,0.0482218239770048,0.0251196332018346,0.0207968873983624,0.0437415117756281,0.0885496174179264,0.0230006169428687,0.0236454986229181,0.416837252902766,0.0399283902396728,0.0406731387555831,0.0587722237751773,0.0222570264478115,0.0406731387555831,0.0402250143140552,0.0589955596072286,0.0159770595574682,0.0459815647415968,0.166234568121124,0.0262835805556728,0.0471419090892651,0.0299717613510258,0.0338102434994055,0.0717630138863497,0.034777305957567,0.23949576829244,0.10136503376527,0.0737500524854162,0.0821941387514908,0.0131623052946467,0.0256388656331048,0.0302392418332048,0.0389521352595398,0.156147500899817,0.0489665141551488,0.0220023026021726,0.0139539188559998,0.0416004211976215,0.706779143773801,0.0104618623854979,0.0205706534184042,0.0421822174826411,0.0600937860554966,0.0242502085460463,0.0587722237751773,0.029626807571574,0.105362394049922,0.0118643911432014,0.0964253409177563,0.0148053764490466,0.00919558580019285,0.0279520013612474,0.146261582011743,0.0332875315038762,0.0502029993809341,0.0391980788244094,0.0089326776253447,0.228546330535228,0.0107030279977776,0.0717630138863497,0.033166484170075,0.0363796157251176,0.0908655798522676,0.144658462151036,0.01404837632239,0.0439679669898198,0.0391014320539195,0.236482312328596,0.660099500559026,0.0302074978523774,0.0300202180525447,0.0256388656331048,0.024777808604185,0.262498436145479,0.12013756814403,0.0279520013612474,0.0138864904846743,0.0853518730977905,0.0338335461706271,0.0308672454781563,0.117152241993474,0.0315493876356636,0.0466735170968751,0.00982935560811609,0.0348560905136358,0.0323507023719993,0.154845095184076,0.743749047735254,0.0239495328389911,0.114797593141031,0.0234365482107899,0.0231949169535926,0.0412548845245687,0.0592395790003202,0,0,0,0,0.0501996640741997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720338540578725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108096429006298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.0313325504281536,0.0109385034376593,0.268439008281212,0.533470425477871,NA,0.0352559616411489,0.0821175046649586,0.15664499333908,0.0240210418069983,0.0636276413921379,0.061103019500485,0.0475645466686153,0.0598284894497557,0.0723429077678128,0.813164980853458,0.0574134141480794,0.0568167740355297,0.084509142586348,0.0370084195174306,0.0568167740355297,0.0424512958685846,0.0848302793149438,0.0963538331447742,0.164717414323474,0.0608950844290567,0.0332958464203902,0.0620108222027761,0.0195094237324945,0.0361860341487727,0.0537940956750939,0.037879462339428,0.0504605328921943,0.0363393398393742,0.0396149403638785,0.0294665786607618,0.00856769771660182,0.0426316560087602,0.0925163270098193,0.0512379320367373,0.165932640482189,0.0496126071298851,0.067315583960058,0.04545967246829,0.0806521511702592,0.504011723029087,0.0113950667344754,0.0629354832690608,0.0445168218155956,0.0410296288591846,0.0338753944600859,0.084509142586348,0.0322695364331617,0.037772392524788,0.00222269915358298,0.21990749395305,0.0452967391384597,0.0100158375244013,0.0855185626934751,0.0524347414166233,0.0216677475011209,0.0507025531939719,0.0547562458992089,0.00972947778394184,0.137518270013417,0.0116577444628498,0.0537940956750939,0.107738846510235,0.00681543115899614,0.0514587467602112,0.0840744828888148,0.0153014998483026,0.0632219601862992,0.153426776636446,0.214142300378799,0.482183506335749,0.0329020246324892,0.032698039363091,0.0426316560087602,0.0161285405138577,0.124228325469973,0.0430692888276595,0.0855185626934751,0.0230901044524826,0.0325932178042202,0.119446541171602,0.0323568572330733,0.0230970912671709,0.033071918653722,0.0613946958489133,0.0107061399762469,0.0379652745247704,0.0737789653480739,0.0429423730879208,0.57161048244958,0.0732730940837113,0.0411549090937456,0.0717036283584971,0.0252639173454607,0.0593207929651728,0.0625182349380612,0,0,0,0,0.052977999596952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14710648906186,0,0,0,0,0.143171432040785,0,0,0,0,0,0,0,0,0,0,0.019158344715349,0,0.109677236339027,0,0.0668068939610394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11407910148289,0,0,0,0,0,0.107589663819295,0,0,0,0,0,0,0,0,0,0
"6",0.0816753084072159,0.440653197930779,0.0268188260357897,0.0983430562574485,0.0352559616411489,NA,0.029964682410497,0.0238433116076068,0.0223225254041535,0.0233290069409281,0.0490672480104244,0.00846507903466691,0.0258010509951631,0.113992308444457,0.0215758654853437,0.0447898608671008,0.0772821396713276,0.0659280203869765,0.0249669248354107,0.0772821396713276,0.0451226003274615,0.0661785484143818,0.0729905603450153,0.051580038034726,0.00978191433377747,0.037618960482148,0.908375589750843,0.0778646355336497,0.0167174964528469,0.110473195263077,0.0390116076761922,0.084932712905374,0.704118290852194,0.00705028481549931,0.835789956906748,0.0147648783058568,0.0287605189591652,0.0339210127507247,0.780877945077063,0.0378739405293149,0.0317914322674105,0.0246811871550981,0.211771412464615,0.052170071388482,0.0998287201174124,0.19172759757551,0.338609602653222,0.0473181022518669,0.00936496712664208,0.0819894255602864,0.0659280203869765,0.0332340117170234,0.947351766732621,0.0951791938456703,0.165570850129679,0.0166080011555027,0.168521388334678,0.0313552899180826,0.196027856969194,0.0864787850806603,0.0322961195156148,0.0439706305780018,0.163703244978437,0.256372928758551,0.196147279440596,0.110473195263077,0.0163991892420527,0.291846623677449,0.101928894572556,0.0348184174438388,0.0405059320335801,0.0493212752195203,0.0742957742086018,0.0570310461318046,0.0885059849320238,0.0870978130734436,0.033675321787391,0.0287605189591652,0.0277946241586871,0.282639689958233,0.834519123671381,0.0313552899180826,0.0634398787872275,0.0742868783497309,0.526841119429623,0.0365580534643523,0.0185475401181554,0.0373659580596,0.867610046278792,0.180136066315671,0.0390999846251155,0.503750927143289,0.0128894762843973,0.0269294762472208,0.026865501896058,0.87188871350482,0.0262900589596867,0.0260190079524699,0.0711609639821326,0.0664522783243492,0.122117573338514,0,0.0411671340112916,0,0.024012903379132,0,0,0,0,0,0,0,0,0,0,0,0.0411671340112916,0,0.0303453124775419,0,0,0,0,0,0,0,0.0638930125776144,0.0835313079857299,0,0,0,0,0,0,0,0,0.0411671340112916,0,0.0411671340112916,0.0501218710201136,0.0205832049717409,0.0501218710201136,0,0,0,0,0,0,0.146892936311477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808043169686169,0,0,0.241782318334774,0,0,0.213949999152536,0,0,0,0,0,0,0,0,0,0,0,0.0569830168411002,0.157424016718324,0.0997322833557543,0,0,0,0,0,0.0411671340112916,0.030107986634118,0,0,0,0.0997322833557543,0.0411671340112916,0.0997322833557543,0,0,0,0
"7",0.334095151090983,0.0172036149468062,0.0432869381506099,0.0267123297445427,0.0821175046649586,0.029964682410497,NA,0.0906918012852914,0.122397412289891,0.0887355622611937,0.0791970135834224,0.0136630645996456,0.113155554841878,0.100889934876319,0.0502540890155534,0.603191543338457,0.0736415133301615,0.242619770127817,0.189462045750518,0.0736415133301615,0.055022090283304,0.243541730958172,0.408776748788952,0.213493987797098,0.00892729579195138,0.142338972282394,0.0636358085077085,0.138137480928296,0.115781866813428,0.0697237511454654,0.0595752141226201,0.0319286947917331,0.0308854652264843,0.01137951535781,0.0250441806205936,0.0329756282115129,0.0629811287850712,0.129023929159367,0.0525806160214858,0.122097921656905,0.0899287182512455,0.093878793256266,0.0239037406954455,0.269442314403208,0.0581433121158021,0.0179216783639852,0.212345923844553,0.0576992654510721,0.0143013824616483,0.0439066693779007,0.242619770127817,0.0507521602449526,0.0321034427428263,0.00369477358943216,0.33459904974826,0.0913496620145842,0.0157524850745437,0.119264797159562,0.154432851849127,0.0340781156122829,0.167967144257543,0.0709708159385223,0.0153021106024591,0.102542856287059,0.0183348067704266,0.0697237511454654,0.374036338242009,0.0113292323013034,0.066696852290941,0.0442700351097687,0.0240655509228548,0.137360785408697,0.198859935444612,0.0154909982252418,0.024040345539807,0.0517469108981514,0.233228200950092,0.0629811287850712,0.0253662854553846,0.140894767465441,0.0366053711568744,0.119264797159562,0.706587554199979,0.0580007020328227,0.0852636428816086,0.14299189697458,0.029936665418133,0.146151906868476,0.0630035366351835,0.0168381635355938,0.270798275629438,0.0815267403571795,0.0117633587320246,0.0284341817050097,0.102187179343393,0.0349783050361515,0.457956316752382,0.180202180503969,0.170305800207409,0.0810313065062509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248315664113021,0,0.142155161023838,0,0.0586316232642038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.0838328168205665,0.178063282012977,0.16209678235997,0.0482218239770048,0.15664499333908,0.0238433116076068,0.0906918012852914,NA,0.0074204315537385,0.268280683293188,0.210109125244101,0.0362480151876089,0.146264806068519,0.505537644656713,0.0958632568198594,0.0395849291173773,0.195370421779273,0.0582666693609759,0.330263165196855,0.195370421779273,0.078625738310365,0.0584880840743679,0.263515821874605,0.360432465997319,0.0346853872151124,0.0105370876266284,0.0317707821902858,0.0747974084402003,0.435557937017545,0.184976625999665,0.506552706090528,0.125419975783983,0.0245759912103389,0.0226238089504091,0.0199280003810358,0.0328477967513446,0.244179437449434,0.550803018356944,0.0262513722733218,0.109300287685667,0.0213584562178442,0.283830587869564,0.0451725822411071,0.470352042892564,0.0489503087716672,0.122582651693729,0.160968042460514,0.0824513813033542,0.126749899909162,0.116484087946767,0.0582666693609759,0.253370548002531,0.0255451527404149,0.00781514714273484,0.198692095524737,0.11585399921044,0.10774556668107,0.360581940987864,0.0354611765064337,0.184028719491834,0.0235830266692694,0.141098292006417,0.104665046211835,0.0725159259018361,0.125408412458042,0.184976625999665,0.455447351697736,0.0239634757870286,0.0953087973821284,0.0329625238160709,0.0586645997131568,0.152040299403109,0.370822521987845,0.147529922577745,0.0433982854379741,0.126143458089275,0.0971835068606165,0.244179437449434,0.0618354006197537,0.0432411120396858,0.0291273993513013,0.360581940987864,0.105730578112591,0.118399267905744,0.224705774088531,0.00793826530748479,0.0595175961133818,0.00811369480693737,0.0314551144488348,0.115171508712801,0.112838524544929,0.21485745485109,0.0635245172886642,0.0752359433602297,0.308949936186274,0.0278327203691878,0.183394042512383,0.330382120519795,0.0409000129944639,0.115792516560221,0,0,0,0,0.0981226661586822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354839344059585,0,0.203137584060845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.0998106396948617,0.00676436984893187,0.0720379666407938,0.0251196332018346,0.0240210418069983,0.0223225254041535,0.122397412289891,0.0074204315537385,NA,0.00726037146478509,0.0351812753685126,0.0295628804566492,0.0202497364477462,0.0280162479043857,0.0168458920194788,0.109350668612748,0.0327133845305085,0.0062835050782477,0.0714743099236078,0.0327133845305085,0.01656278082122,0.0133151231215115,0.0952246237037376,0.00969246077550346,0.0160297804759224,0.45351363431512,0.00342617612130522,0.00625312445358181,0.0981312442080302,0.0149487362455784,0.0234246571665756,0.00492028878697306,0.0026502864719527,0.0312501554419785,0.0186569425455873,0.286944010485747,0.00540442024697923,0.0105567782484519,0.010953883407133,0.0817034168379996,0.324814140315676,0.00768119223384163,0.0653824717996145,0.0704280670277023,0.00232681707219409,0.00997449770589308,0.02276276491059,0.0239121754028409,0.0707091847476828,0.115447352289203,0.0062835050782477,0.0282466460814126,0.00275480130801013,0.00261536870121808,0.00860265839212129,0.0819005989070547,0.00876721047253591,0.00975828301512151,0.00382414998321575,0.00694490640067568,0.349317308245922,0.0455957794372545,0.00851654984536895,0.00782015161764498,0.0102044286453173,0.0149487362455784,0.0582627590478626,0.0113824109185828,0.0102781456177308,0.234345957499422,0.120184403449022,0.00470074001143113,0.0151785894665584,0.0102376123459644,0.0234081174683039,0.0326118093095726,0.0286217295794861,0.00540442024697923,0.0588395928652316,0.00466314189690785,0.00314111247042773,0.00975828301512151,0.158498679124792,0.0336298273786323,0.00301848494524089,0.512105047825182,0.0944920874417957,0.457055684837089,0.00339213436332936,0.0177390401973043,0.0332323234672443,0.00288619193463748,0.0160702863383241,0.0178816412662477,0.00836098698273649,0.00300149367896374,0.0425512719617115,0.0221143843626442,0.050463961291448,0.0243920898390039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108415906742809,0,0,0,0,0,0,0,0,0,0.0285964373301072,0,0,0,0,0,0.0297781094744283,0,0,0,0,0.0158943944828465,0,0.00417715785470589,0,0.0687142395992742,0,0.0220300773260453,0,0,0.0696203299475686,0,0,0.0897088360798788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348136434720927,0.0195615222894637,0,0,0,0,0,0,0.0297032291377529,0,0,0,0,0,0,0,0
"10",0.0820245273672725,0.0908990665748925,0.0842031820235751,0.0207968873983624,0.0636276413921379,0.0233290069409281,0.0887355622611937,0.268280683293188,0.00726037146478509,NA,0.205577032328352,0.0354661387572024,0.170054245867325,0.298448374411257,0.0389387033546171,0.0387310748327772,0.191156245438935,0.0570098464641677,0.207399212065142,0.191156245438935,0.0769297665091502,0.0572264852210045,0.122325812015306,0.352657870658567,0.0212926593372673,0.0103098006864263,0.0310854805084807,0.073184014426426,0.134890919039219,0.180986645767734,0.314778688751741,0.066078499398116,0.0240458825083371,0.339500519002301,0.0194981497058355,0.0321392636651125,0.47157290919529,0.381673176466731,0.0256851252901393,0.106942660148386,0.0203163534358313,0.477368703229727,0.0441982012392199,0.140392533174115,0.0211110649842877,0.0331373217676726,0.15749593184157,0.0806728896711394,0.0341104934690737,0.113971504501533,0.0570098464641677,0.0938411364317949,0.0249941390439272,0.00764657296510228,0.194406270063817,0.113355006896456,0.0291264666151246,0.606455191702375,0.0346962723327468,0.360580998749535,0.0224323846261523,0.138054775600913,0.0282937207364012,0.0709517438908129,0.0339011993832383,0.180986645767734,0.111929797705563,0.023446579156647,0.0932529688933742,0.00410060088534632,0.0573991933846295,0.393196314182402,0.362823811208631,0.0433735984375723,0.0187166137881041,0.123422520233243,0.0950872405396802,0.47157290919529,0.0605015995258427,0.0423083932093329,0.0284991159290518,0.606455191702375,0.0604468796409896,0.0792632355742298,0.124989324098433,0.00776703544813629,0.0582337904938283,0.00793868090065251,0.0307766217789329,0.0311338944781503,0.110404576580416,0.119511339520661,0.0280570058369622,0.0264135685077315,0.680120161644843,0.027232363413417,0.179438198900663,0.0734685085832415,0.0400177921060047,0.11329485043844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303150076676884,0,0,0,0,0.466745339744693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347185393401455,0,0.198755868585256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302811214996262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
